Track_EN,الشعبة_AR,College_University_AR,College_University_EN,MinScore_2022_out_of_410,Percentage,KeySkillsRequired
Scientific - Science Track,علمي علوم,سياسة واقتصاد بني سويف,Politics and Economics Beni Suef,342.0,83.41,"Critical analysis, academic writing, economic/political understanding"
Scientific - Science Track,علمي علوم,علوم بور سعيد,Science Port Said,341.0,83.17,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Science Track,علمي علوم,علوم دمياط,Science Damietta,341.0,83.17,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Science Track,علمي علوم,علوم المنوفية بشبين الكوم,Science Menoufia in Shebin Kom,341.0,83.17,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Science Track,علمي علوم,علوم قناة السويس بالإسماعيلية,Science Canal Suez in Ismailia,341.0,83.17,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Science Track,علمي علوم,معهد فني صحى الزقازيق,Institute Technical Health Zagazig,340.0,82.93,"Applied lab/technical skills, precision in tests and health procedures"
Scientific - Science Track,علمي علوم,علوم الفيوم,Science Fayoum,340.0,82.93,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Science Track,علمي علوم,علوم أسوان,Science Aswan,340.0,82.93,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Science Track,علمي علوم,تمريض دمياط,Nursing Damietta,340.0,82.93,"Humane caregiving, tolerance for physical/psychological stress, precision in following medical instructions"
Scientific - Science Track,علمي علوم,علوم بني سويف,Science Beni Suef,339.0,82.68,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Science Track,علمي علوم,علوم السويس,Science Suez,339.0,82.68,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Science Track,علمي علوم,تخطيط عمراني القاهرة,Planning Urban Cairo,339.0,82.68,"Spatial design, drafting software (CAD/GIS), creative organizational thinking"
Scientific - Science Track,علمي علوم,علوم حلوان,Science Helwan,339.0,82.68,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Science Track,علمي علوم,علوم العريش,Science Al-Arish,338.0,82.44,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Science Track,علمي علوم,ألسن عين شمس,Al-Alsun (Languages) Ain Shams,338.0,82.44,"Fluency in foreign languages, translation, strong linguistic memory"
Scientific - Science Track,علمي علوم,علوم بنات عين شمس,Science Girls Ain Shams,338.0,82.44,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Science Track,علمي علوم,علوم الوادي الجديد,Science Wadi New,338.0,82.44,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Science Track,علمي علوم,تمريض الزقازيق,Nursing Zagazig,337.0,82.2,"Humane caregiving, tolerance for physical/psychological stress, precision in following medical instructions"
Scientific - Science Track,علمي علوم,ألسن أسوان,Al-Alsun (Languages) Aswan,337.0,82.2,"Fluency in foreign languages, translation, strong linguistic memory"
Scientific - Science Track,علمي علوم,ألسن الفيوم,Al-Alsun (Languages) Fayoum,337.0,82.2,"Fluency in foreign languages, translation, strong linguistic memory"
Scientific - Science Track,علمي علوم,ألسن الأقصر,Al-Alsun (Languages) Luxor,336.0,81.95,"Fluency in foreign languages, translation, strong linguistic memory"
Scientific - Science Track,علمي علوم,الاعاقة والتأهيل الزقازيق,Disability and Rehabilitation Zagazig,336.0,81.95,"High empathy, patience, specialized communication skills, rehabilitative psychological understanding"
Scientific - Science Track,علمي علوم,ألسن بني سويف,Al-Alsun (Languages) Beni Suef,336.0,81.95,"Fluency in foreign languages, translation, strong linguistic memory"
Scientific - Science Track,علمي علوم,ألسن جنوب الوادي فرع الغردقة,Al-Alsun (Languages) South Wadi Branch Hurghada,336.0,81.95,"Fluency in foreign languages, translation, strong linguistic memory"
Scientific - Science Track,علمي علوم,ألسن سوهاج,Al-Alsun (Languages) Sohag,335.0,81.71,"Fluency in foreign languages, translation, strong linguistic memory"
Scientific - Science Track,علمي علوم,ألسن المنيا,Al-Alsun (Languages) Minya,335.0,81.71,"Fluency in foreign languages, translation, strong linguistic memory"
Scientific - Science Track,علمي علوم,تكنولوجيا الادارة ونظم المعلومات بور سعيد,Technology Management and Systems Information Port Said,334.0,81.46,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Science Track,علمي علوم,تمريض دمنهور,Nursing Damanhour,334.0,81.46,"Humane caregiving, tolerance for physical/psychological stress, precision in following medical instructions"
Scientific - Science Track,علمي علوم,علوم البترول والتعدين مطروح,Science Petroleum and Mining Matrouh,333.0,81.22,"Advanced chemistry and physics, geological analysis, fieldwork"
Scientific - Science Track,علمي علوم,علوم الارض بني سويف,Science Earth (Sciences) Beni Suef,332.0,80.98,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Science Track,علمي علوم,تمريض المنوفية بشبين الكوم,Nursing Menoufia in Shebin Kom,332.0,80.98,"Humane caregiving, tolerance for physical/psychological stress, precision in following medical instructions"
Scientific - Science Track,علمي علوم,الاعاقة والتأهيل بني سويف,Disability and Rehabilitation Beni Suef,331.0,80.73,"High empathy, patience, specialized communication skills, rehabilitative psychological understanding"
Scientific - Science Track,علمي علوم,فنون تطبيقية بنها,Arts (Fine) Applied Banha,331.0,80.73,"High focus and memorization, empathy and human communication, stress tolerance, reading scientific research in English"
Scientific - Science Track,علمي علوم,آثار دمياط,Archaeology Damietta,328.0,80.0,"Historical preservation, linguistic/historical analysis, research patience, sometimes ancient languages"
Scientific - Science Track,علمي علوم,علوم ثروة سمكية و مصايد كفر الشيخ,Science Wealth/Resources Fish (Fisheries) and Fisheries Kafr Sheikh,328.0,80.0,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Science Track,علمي علوم,فنون تطبيقية حلوان,Arts (Fine) Applied Helwan,327.0,79.76,"High focus and memorization, empathy and human communication, stress tolerance, reading scientific research in English"
Scientific - Science Track,علمي علوم,تربية الزقازيق,Education Zagazig,325.0,79.27,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Science Track,علمي علوم,تربية المنصورة,Education Mansoura,324.0,79.02,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Science Track,علمي علوم,آثار القاهرة,Archaeology Cairo,324.0,79.02,"Historical preservation, linguistic/historical analysis, research patience, sometimes ancient languages"
Scientific - Science Track,علمي علوم,آثار عين شمس,Archaeology Ain Shams,324.0,79.02,"Historical preservation, linguistic/historical analysis, research patience, sometimes ancient languages"
Scientific - Science Track,علمي علوم,آثار أسوان,Archaeology Aswan,323.0,78.78,"Historical preservation, linguistic/historical analysis, research patience, sometimes ancient languages"
